DEBUG:root: 0: regs[a:7  ['cpy', 'a', 'b']
DEBUG:root:21: regs[a:6330, b:1, d:60, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6331, b:1, d:60, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6331, b:1, d:59, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6331, b:1, d:59, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6332, b:1, d:59, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6332, b:1, d:58, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6332, b:1, d:58, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6333, b:1, d:58, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6333, b:1, d:57, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6333, b:1, d:57, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6334, b:1, d:57, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6334, b:1, d:56, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6334, b:1, d:56, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6335, b:1, d:56, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6335, b:1, d:55, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6335, b:1, d:55, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6336, b:1, d:55, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6336, b:1, d:54, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6336, b:1, d:54, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6337, b:1, d:54, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6337, b:1, d:53, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6337, b:1, d:53, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6338, b:1, d:53, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6338, b:1, d:52, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6338, b:1, d:52, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6339, b:1, d:52, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6339, b:1, d:51, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6339, b:1, d:51, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6340, b:1, d:51, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6340, b:1, d:50, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6340, b:1, d:50, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6341, b:1, d:50, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6341, b:1, d:49, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6341, b:1, d:49, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6342, b:1, d:49, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6342, b:1, d:48, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6342, b:1, d:48, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6343, b:1, d:48, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6343, b:1, d:47, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6343, b:1, d:47, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6344, b:1, d:47, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6344, b:1, d:46, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6344, b:1, d:46, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6345, b:1, d:46, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6345, b:1, d:45, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6345, b:1, d:45, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6346, b:1, d:45, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6346, b:1, d:44, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6346, b:1, d:44, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6347, b:1, d:44, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6347, b:1, d:43, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6347, b:1, d:43, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6348, b:1, d:43, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6348, b:1, d:42, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6348, b:1, d:42, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6349, b:1, d:42, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6349, b:1, d:41, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6349, b:1, d:41, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6350, b:1, d:41, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6350, b:1, d:40, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6350, b:1, d:40, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6351, b:1, d:40, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6351, b:1, d:39, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6351, b:1, d:39, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6352, b:1, d:39, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6352, b:1, d:38, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6352, b:1, d:38, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6353, b:1, d:38, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6353, b:1, d:37, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6353, b:1, d:37, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6354, b:1, d:37, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6354, b:1, d:36, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6354, b:1, d:36, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6355, b:1, d:36, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6355, b:1, d:35, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6355, b:1, d:35, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6356, b:1, d:35, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6356, b:1, d:34, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6356, b:1, d:34, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6357, b:1, d:34, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6357, b:1, d:33, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6357, b:1, d:33, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6358, b:1, d:33, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6358, b:1, d:32, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6358, b:1, d:32, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6359, b:1, d:32, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6359, b:1, d:31, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6359, b:1, d:31, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6360, b:1, d:31, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6360, b:1, d:30, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6360, b:1, d:30, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6361, b:1, d:30, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6361, b:1, d:29, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6361, b:1, d:29, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6362, b:1, d:29, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6362, b:1, d:28, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6362, b:1, d:28, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6363, b:1, d:28, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6363, b:1, d:27, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6363, b:1, d:27, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6364, b:1, d:27, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6364, b:1, d:26, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6364, b:1, d:26, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6365, b:1, d:26, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6365, b:1, d:25, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6365, b:1, d:25, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6366, b:1, d:25, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6366, b:1, d:24, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6366, b:1, d:24, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6367, b:1, d:24, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6367, b:1, d:23, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6367, b:1, d:23, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6368, b:1, d:23, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6368, b:1, d:22, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6368, b:1, d:22, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6369, b:1, d:22, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6369, b:1, d:21, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6369, b:1, d:21, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6370, b:1, d:21, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6370, b:1, d:20, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6370, b:1, d:20, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6371, b:1, d:20, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6371, b:1, d:19, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6371, b:1, d:19, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6372, b:1, d:19, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6372, b:1, d:18, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6372, b:1, d:18, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6373, b:1, d:18, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6373, b:1, d:17, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6373, b:1, d:17, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6374, b:1, d:17, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6374, b:1, d:16, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6374, b:1, d:16, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6375, b:1, d:16, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6375, b:1, d:15, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6375, b:1, d:15, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6376, b:1, d:15, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6376, b:1, d:14, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6376, b:1, d:14, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6377, b:1, d:14, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6377, b:1, d:13, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6377, b:1, d:13, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6378, b:1, d:13, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6378, b:1, d:12, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6378, b:1, d:12, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6379, b:1, d:12, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6379, b:1, d:11, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6379, b:1, d:11, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6380, b:1, d:11, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6380, b:1, d:10, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6380, b:1, d:10, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6381, b:1, d:10, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6381, b:1, d:9, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6381, b:1, d:9, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6382, b:1, d:9, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6382, b:1, d:8, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6382, b:1, d:8, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6383, b:1, d:8, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6383, b:1, d:7, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6383, b:1, d:7, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6384, b:1, d:7, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6384, b:1, d:6, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6384, b:1, d:6, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6385, b:1, d:6, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6385, b:1, d:5, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6385, b:1, d:5, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6386, b:1, d:5, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6386, b:1, d:4, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6386, b:1, d:4, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6387, b:1, d:4, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6387, b:1, d:3, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6387, b:1, d:3, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6388, b:1, d:3, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6388, b:1, d:2, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6388, b:1, d:2, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6389, b:1, d:2, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6389, b:1, d:1, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6389, b:1, d:1, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6390, b:1, d:1, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6390, b:1, d:0, c:54  ['jnz', 'd', '-2']
DEBUG:root:24: regs[a:6390, b:1, d:0, c:54  ['dec', 'c']
DEBUG:root:25: regs[a:6390, b:1, d:0, c:53  ['jnz', 'c', '-5']
DEBUG:root:20: regs[a:6390, b:1, d:0, c:53  ['cpy', '75', 'd']
DEBUG:root:21: regs[a:6390, b:1, d:75, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6391, b:1, d:75, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6391, b:1, d:74, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6391, b:1, d:74, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6392, b:1, d:74, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6392, b:1, d:73, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6392, b:1, d:73, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6393, b:1, d:73, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6393, b:1, d:72, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6393, b:1, d:72, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6394, b:1, d:72, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6394, b:1, d:71, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6394, b:1, d:71, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6395, b:1, d:71, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6395, b:1, d:70, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6395, b:1, d:70, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6396, b:1, d:70, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6396, b:1, d:69, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6396, b:1, d:69, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6397, b:1, d:69, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6397, b:1, d:68, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6397, b:1, d:68, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6398, b:1, d:68, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6398, b:1, d:67, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6398, b:1, d:67, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6399, b:1, d:67, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6399, b:1, d:66, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6399, b:1, d:66, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6400, b:1, d:66, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6400, b:1, d:65, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6400, b:1, d:65, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6401, b:1, d:65, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6401, b:1, d:64, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6401, b:1, d:64, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6402, b:1, d:64, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6402, b:1, d:63, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6402, b:1, d:63, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6403, b:1, d:63, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6403, b:1, d:62, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6403, b:1, d:62, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6404, b:1, d:62, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6404, b:1, d:61, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6404, b:1, d:61, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6405, b:1, d:61, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6405, b:1, d:60, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6405, b:1, d:60, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6406, b:1, d:60, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6406, b:1, d:59, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6406, b:1, d:59, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6407, b:1, d:59, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6407, b:1, d:58, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6407, b:1, d:58, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6408, b:1, d:58, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6408, b:1, d:57, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6408, b:1, d:57, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6409, b:1, d:57, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6409, b:1, d:56, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6409, b:1, d:56, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6410, b:1, d:56, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6410, b:1, d:55, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6410, b:1, d:55, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6411, b:1, d:55, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6411, b:1, d:54, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6411, b:1, d:54, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6412, b:1, d:54, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6412, b:1, d:53, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6412, b:1, d:53, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6413, b:1, d:53, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6413, b:1, d:52, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6413, b:1, d:52, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6414, b:1, d:52, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6414, b:1, d:51, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6414, b:1, d:51, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6415, b:1, d:51, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6415, b:1, d:50, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6415, b:1, d:50, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6416, b:1, d:50, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6416, b:1, d:49, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6416, b:1, d:49, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6417, b:1, d:49, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6417, b:1, d:48, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6417, b:1, d:48, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6418, b:1, d:48, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6418, b:1, d:47, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6418, b:1, d:47, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6419, b:1, d:47, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6419, b:1, d:46, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6419, b:1, d:46, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6420, b:1, d:46, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6420, b:1, d:45, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6420, b:1, d:45, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6421, b:1, d:45, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6421, b:1, d:44, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6421, b:1, d:44, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6422, b:1, d:44, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6422, b:1, d:43, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6422, b:1, d:43, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6423, b:1, d:43, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6423, b:1, d:42, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6423, b:1, d:42, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6424, b:1, d:42, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6424, b:1, d:41, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6424, b:1, d:41, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6425, b:1, d:41, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6425, b:1, d:40, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6425, b:1, d:40, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6426, b:1, d:40, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6426, b:1, d:39, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6426, b:1, d:39, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6427, b:1, d:39, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6427, b:1, d:38, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6427, b:1, d:38, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6428, b:1, d:38, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6428, b:1, d:37, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6428, b:1, d:37, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6429, b:1, d:37, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6429, b:1, d:36, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6429, b:1, d:36, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6430, b:1, d:36, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6430, b:1, d:35, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6430, b:1, d:35, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6431, b:1, d:35, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6431, b:1, d:34, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6431, b:1, d:34, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6432, b:1, d:34, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6432, b:1, d:33, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6432, b:1, d:33, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6433, b:1, d:33, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6433, b:1, d:32, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6433, b:1, d:32, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6434, b:1, d:32, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6434, b:1, d:31, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6434, b:1, d:31, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6435, b:1, d:31, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6435, b:1, d:30, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6435, b:1, d:30, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6436, b:1, d:30, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6436, b:1, d:29, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6436, b:1, d:29, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6437, b:1, d:29, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6437, b:1, d:28, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6437, b:1, d:28, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6438, b:1, d:28, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6438, b:1, d:27, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6438, b:1, d:27, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6439, b:1, d:27, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6439, b:1, d:26, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6439, b:1, d:26, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6440, b:1, d:26, c:53  ['dec', 'd']
DEBUG:root:23: regs[a:6440, b:1, d:25, c:53  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6440, b:1, d:25, c:53  ['inc', 'a']
DEBUG:root:22: regs[a:6441, b:1, d:25, c:53  ['dec', 'd']
